League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2022-12-29 14:00:00,10,Zamalek,Ismaily SC,1.61,3.3,5.15,1.08,7.5,1.39,2.75,2.11,1.57,1.48,2.62,2.1,1.63,1.16,1.28,2.1,2.5,1.25,1.33,1.33,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2022-12-29 15:00:00,16,Reims,Rennes,3.15,3.55,2.21,1.05,12.0,1.3,3.6,1.9,1.98,1.36,3.0,1.67,2.1,1.63,1.3,1.35,1.29,1.43,1.91,1.83,3.74,2.35,6.0,1.76,1.3,1.55,1.85,2.3,3.0
England Championship,2022-12-29 15:00:00,25,Queens Park Rangers,Luton Town,2.08,3.3,3.2,1.07,9.0,1.4,3.0,2.09,1.61,1.44,2.63,1.83,1.83,1.3,1.3,1.7,1.55,1.55,1.74,1.29,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2022-12-29 15:15:00,15,Real Betis,Athletic Club Bilbao,2.74,3.25,2.71,1.06,8.5,1.35,3.1,2.12,1.72,1.44,2.63,1.8,1.95,1.49,1.33,1.43,2.29,1.33,1.63,1.9,3.53,2.35,6.0,1.83,1.3,1.55,1.85,2.3,3.0
England EFL League Two,2022-12-29 16:00:00,24,Crewe Alexandra,Carlisle United,2.78,3.1,2.44,1.07,9.0,1.4,2.95,2.19,1.58,1.44,2.63,1.83,1.83,1.55,1.28,1.44,1.5,1.45,1.23,1.28,2.51,0.0,0.0,0.0,1.24,1.45,1.8,2.35,3.2
Portugal Liga NOS,2022-12-29 16:00:00,14,GD Estoril Praia,Boavista FC,2.33,3.15,3.0,1.08,6.5,1.43,2.63,2.28,1.58,1.5,2.5,1.95,1.8,1.28,1.35,1.62,0.83,1.0,0.98,1.2,2.18,2.0,8.0,2.05,0.0,0.0,1.88,0.0,0.0
Portugal LigaPro,2022-12-29 16:00:00,14,CD Nacional,Benfica II,2.56,3.45,2.42,1.0,10.25,1.22,3.8,1.76,1.88,1.36,3.0,1.67,2.1,1.46,1.26,1.46,0.71,1.5,1.66,1.62,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Barnsley,Fleetwood Town,1.68,3.55,4.5,1.06,10.0,1.36,3.2,1.95,1.7,1.44,2.63,2.0,1.75,1.18,1.22,2.1,1.9,1.36,1.65,1.3,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Bristol Rovers,Exeter City,2.4,3.2,2.7,1.05,9.0,1.3,3.4,1.8,1.84,1.4,2.75,1.7,2.05,1.44,1.3,1.5,1.45,0.91,1.62,1.42,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Forest Green Rovers,Burton Albion,2.4,3.15,2.74,1.06,10.0,1.35,3.2,1.95,1.7,1.44,2.63,1.8,1.95,1.45,1.28,1.52,1.09,0.55,1.35,1.37,2.72,0.0,0.0,0.0,1.21,1.4,1.72,2.2,3.0
England EFL League One,2022-12-29 16:45:00,24,Morecambe,Accrington Stanley,2.85,3.1,2.35,1.06,10.0,1.33,3.25,1.95,1.7,1.44,2.63,1.8,1.95,1.55,1.28,1.44,0.8,1.1,1.26,1.38,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0
England EFL League One,2022-12-29 16:45:00,24,Oxford United,Charlton Athletic,1.93,3.3,3.6,1.06,10.0,1.36,3.2,1.95,1.7,1.44,2.63,1.91,1.91,1.28,1.25,1.83,1.2,0.8,1.89,1.13,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Peterborough United,Milton Keynes Dons,1.78,3.4,4.1,1.07,7.5,1.36,3.0,1.95,1.7,1.44,2.63,1.95,1.8,1.2,1.29,1.91,2.2,1.3,1.87,1.22,3.09,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Plymouth Argyle,Wycombe Wanderers,2.12,3.25,3.15,1.05,11.0,1.3,3.6,1.8,1.84,1.4,2.75,1.7,2.05,1.36,1.25,1.68,2.73,1.27,1.86,1.42,3.28,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0
England EFL League One,2022-12-29 16:45:00,24,Portsmouth,Ipswich Town,3.2,3.2,2.12,1.06,10.0,1.35,3.2,1.95,1.7,1.44,2.63,1.8,1.95,1.68,1.25,1.36,1.5,2.09,1.49,1.86,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Sheffield Wednesday,Port Vale,1.78,3.4,4.1,0.0,0.0,0.0,0.0,2.06,1.63,1.44,2.63,2.0,1.75,0.0,0.0,0.0,2.0,1.27,1.76,1.23,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2022-12-29 16:45:00,24,Shrewsbury Town,Cheltenham Town,2.02,3.25,3.35,0.0,0.0,0.0,0.0,2.06,1.63,1.44,2.63,1.95,1.8,0.0,0.0,0.0,1.55,0.9,1.31,0.95,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2022-12-29 16:45:00,24,Barrow,Tranmere Rovers,2.18,3.0,3.3,1.07,9.0,1.36,3.2,2.09,1.63,1.44,2.63,1.83,1.83,1.3,1.3,1.66,2.18,1.18,1.5,1.24,2.74,0.0,0.0,0.0,1.21,1.4,1.72,2.2,3.0
England EFL League Two,2022-12-29 16:45:00,24,Bradford City,Harrogate Town,1.65,3.6,4.85,1.05,11.0,1.33,3.3,1.89,1.79,1.4,2.75,1.91,1.8,1.17,1.2,2.2,1.4,0.7,1.43,1.09,2.52,0.0,0.0,0.0,1.19,1.36,1.65,2.1,2.8
England EFL League Two,2022-12-29 16:45:00,24,Colchester United,AFC Wimbledon,2.44,3.1,2.78,1.07,9.0,1.38,3.0,2.11,1.62,1.44,2.63,1.83,1.83,1.44,1.28,1.53,1.3,1.18,1.15,1.11,2.26,0.0,0.0,0.0,1.21,1.4,1.72,2.2,3.0
England EFL League Two,2022-12-29 16:45:00,24,Grimsby Town,Salford City,2.08,3.05,3.55,1.08,8.5,1.36,3.1,2.13,1.61,1.5,2.5,1.83,1.83,1.33,1.3,1.63,1.1,1.9,1.65,1.4,3.05,0.0,0.0,0.0,1.26,1.48,1.9,2.43,3.35
England EFL League Two,2022-12-29 16:45:00,24,Hartlepool United,Mansfield Town,4.15,3.4,1.8,1.05,11.0,1.3,3.5,1.82,1.85,1.36,3.0,1.73,2.0,1.95,1.25,1.22,1.0,1.45,1.34,1.47,2.81,0.0,0.0,0.0,1.26,1.48,1.93,2.43,3.35
England EFL League Two,2022-12-29 16:45:00,24,Northampton Town,Swindon Town,2.05,3.15,3.5,1.07,9.0,1.36,3.1,2.05,1.66,1.44,2.63,1.83,1.83,1.3,1.28,1.75,1.91,1.45,1.45,1.5,2.95,0.0,0.0,0.0,1.26,1.48,1.95,2.43,3.35
England EFL League Two,2022-12-29 16:45:00,24,Sutton United,Gillingham,1.86,3.15,4.25,1.08,8.0,1.44,2.8,2.29,1.53,1.5,2.5,2.1,1.67,1.2,1.25,1.95,1.82,0.4,1.52,1.05,2.57,0.0,0.0,0.0,1.27,1.5,2.0,2.5,3.5
England EFL League Two,2022-12-29 16:45:00,24,Walsall,Stockport County,3.05,3.15,2.23,0.0,0.0,0.0,0.0,2.1,1.63,1.5,2.5,1.83,1.83,0.0,0.0,0.0,2.0,1.3,1.59,1.33,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2022-12-29 16:45:00,24,Doncaster Rovers,Rochdale,2.17,3.2,3.2,0.0,0.0,0.0,0.0,2.01,1.69,1.44,2.63,1.83,1.83,0.0,0.0,0.0,1.6,0.8,1.43,0.99,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 16:45:00,25,Blackburn Rovers,Middlesbrough,2.41,3.15,2.74,1.07,9.0,1.4,3.0,2.09,1.61,1.44,2.63,1.83,1.83,1.47,1.3,1.52,2.18,1.08,1.43,1.45,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 16:45:00,25,Coventry City,Cardiff City,1.83,3.4,3.85,1.07,9.5,1.4,3.0,2.01,1.66,1.44,2.63,1.91,1.8,1.28,1.28,1.83,1.82,1.0,1.58,1.03,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 16:45:00,25,Huddersfield Town,Rotherham United,2.34,3.15,2.84,1.08,8.5,1.42,2.9,2.16,1.57,1.5,2.5,1.83,1.83,1.3,1.3,1.7,1.17,0.92,1.32,0.82,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 16:45:00,25,Millwall,Bristol City,1.93,3.3,3.6,1.07,9.5,1.38,3.1,2.06,1.63,1.44,2.63,1.91,1.8,1.26,1.26,1.88,2.09,1.09,1.74,1.17,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 16:45:00,25,Wigan Athletic,Sunderland,2.76,3.1,2.42,1.07,9.0,1.4,3.0,2.01,1.66,1.44,2.63,1.83,1.83,1.53,1.3,1.45,0.75,1.5,1.38,1.17,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2022-12-29 17:00:00,16,Nice,Lens,3.1,3.15,2.43,1.1,7.5,1.4,3.0,2.1,1.73,1.44,2.63,1.91,1.91,1.53,1.37,1.35,1.14,1.71,1.7,1.5,3.2,2.35,5.5,1.8,1.28,1.55,1.98,2.59,3.48
France Ligue 1,2022-12-29 17:00:00,16,Olympique Marseille,Toulouse,1.5,4.65,5.9,1.02,17.0,1.2,4.5,1.65,2.25,1.3,3.4,1.8,1.95,1.13,1.2,2.5,2.0,0.57,1.84,1.36,3.2,1.23,7.75,5.25,1.3,1.55,1.85,2.3,3.0
England Championship,2022-12-29 17:00:00,25,West Bromwich Albion,Preston North End,1.77,3.5,4.05,1.07,9.5,1.38,3.1,2.01,1.66,1.44,2.63,1.91,1.8,1.22,1.25,1.98,1.33,1.91,1.92,1.28,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2022-12-29 17:15:00,25,Blackpool,Sheffield United,3.4,3.3,1.97,1.07,10.0,1.38,3.1,1.98,1.68,1.44,2.63,2.0,1.73,1.85,1.29,1.25,1.0,1.92,1.45,1.38,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2022-12-29 17:30:00,15,Atlético Madrid,Elche CF,1.26,5.8,13.0,1.04,10.0,1.25,3.8,1.75,2.08,1.33,3.25,2.38,1.53,1.04,1.15,3.75,1.33,0.29,1.77,0.82,2.59,1.11,11.0,9.0,1.33,1.57,1.91,2.4,3.2
Portugal Liga NOS,2022-12-29 18:15:00,14,Sporting CP,Paços de Ferreira,1.14,7.2,15.5,1.01,11.0,1.13,5.0,1.45,2.55,1.22,4.0,2.5,1.5,1.01,1.08,5.6,2.5,0.17,2.42,1.07,3.49,1.1,13.0,8.2,0.0,0.0,0.0,0.0,0.0
